"name","website","contact_route","route_type","evidence_url","checked_on","notes","location"
"J Davis Construction Management Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Oxnard, CA"
"J F Brinker & Sons Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Curtis Bay, MD"
"J Fletcher Creamer & Son Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jfletchercreamerson.com: http 403 | fletchercreamerson.com: http 403","Hackensack, NJ"
"J G Contracting","https://jgcontracting.com/","https://jgcontracting.com/contact/","form","https://jgcontracting.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Arroyo Grande, CA"
"J G M Property Group, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jgmpropertygroup.com: page body empty","Shelby Township, MI"
"J M C Construction LLC","https://www.jmcconstruction.com/","https://www.jmcconstruction.com/","form","https://www.jmcconstruction.com/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Albuquerque, NM"
"J Obert Construction Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Hinckley, MN"
"J Star Enterprises Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jstarenterprises.com: weak name (jstarenterprises): page does not corroborate the location","New Orleans, LA"
"J&B Fabricators LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Auburn, WA"
"J&B Hartigan, Inc.","https://jbhartigan.com/","","none","https://jbhartigan.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; no contact page found (homepage only)","Carrollton, VA"
"J&J Germany Gmbh","","","none","","2026-09-03","no site confirmed after 1 fetch(es); germanygmbh.com: page does not name the organisation",""
"J&K Roofing LLC","https://jkroofing.com/","email@jkroofing.com","mailbox","https://jkroofing.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Golden, CO"
"J. & L. Mavilia Incorporated","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jlmavilia.com: page does not name the organisation","Upper Marlboro, MD"
"J. Brennon Construction, Inc.","https://www.jbrennonconstruction.com/","https://www.jbrennonconstruction.com/contact","form","https://www.jbrennonconstruction.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Dalton, GA"
"J. E. Dunn Construction Company","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jedunnconstruction.us: weak name (jedunnconstruction): page does not corroborate the location",""
"J. F. Brennan Company, Inc.","https://www.jfbrennan.com/","jobs@jfbrennan.com","mailbox","https://www.jfbrennan.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on contact page","La Crosse, WI"
"J. Louis Crum Corporation","","","none","","2026-09-03","no candidate domain resolved from the name","Columbia, MO"
"J. R. Horn Co LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Harrodsburg, KY"
"J. W. Clark Enterprises, Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Chesapeake, VA"
"J. Wayne Poole, Inc","https://jwaynepoole.com/","https://jwaynepoole.com/about","form","https://jwaynepoole.com/about","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Greensboro, NC"
"J.A.T. Trucking And Construction Services, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Gonzales, LA"
"J.G.H. Plumbing & Heating, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Palmer, AK"
"J.L. Dobbs, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jldobbs.com: page does not name the organisation","Thorofare, NJ"
"J2 Associates, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Raleigh, NC"
"J3 Enterprise LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); j3enterprise.com: weak name (j3enterprise): page does not corroborate the location | j3enterprise.net: page does not name the organisation","Glendale, CA"
"Jab General Contractor LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Marion, IN"
"Jabal Building LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Greenville, OH"
"Jack Stone Sign Co., Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jackstonesign.com: page does not name the organisation | jackstone.com: page does not name the organisation","Landover, MD"
"Jackalope Hydro Seeding & Reclamation LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Ammon, ID"
"Jackson Contractor Group Inc","https://jacksoncontractorgroup.com/","info@jacksoncontractorgroup.com","mailbox","https://jacksoncontractorgroup.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on contact page","Missoula, MT"
"Jackson Excavation, Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jacksonexcavation.com: page does not name the organisation","Bicknell, UT"
"Jackson Mechanical Service Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jacksonmechanicalservice.com: page does not name the organisation | jacksonmechanical.com: page body empty; no site confirmed after 2 fetch(es); jacksonmechanicalservice.com: page body empty | jacksonmechanical.com: page body empty","Oklahoma City, OK"
"Jackson Ryan Construction Services, Inc.","https://jacksonryan.com/","https://jacksonryan.com/contact-us","form","https://jacksonryan.com/contact-us","2026-09-03","dns-guess: site confirmed: distinctive name in page; contact page fetched, no generic mailbox published","CT,MA,RI,VT"
"Jacobs Project Management Co","","","none","","2026-09-03","no candidate domain resolved from the name","Arlington, VA"
"Jacobs Telephone Contractors Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jacobstelephone.com: page body empty","Dayton, OH"
"Jacobson Electrical Contracting Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jacobsonelectrical.com: page body empty","Missoula, MT"
"Jacobson Enterprises LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jacobsonenterprises.com: http 503","De Pere, WI"
"Jada Contracting & Construction LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Bogata, TX"
"Jakambaga General Contractors Limited","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Jakl Industry Services LLC","","","none","","2026-09-03","no candidate domain resolved from the name","San Antonio, TX"
"Jal Construction, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jalconstruction.com: page does not name the organisation | jal-construction.com: page body empty","Bend, OR"
"Jal Enterprises, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jalenterprises.com: parked/stub page (this domain is for sale) | jal-enterprises.com: page body empty","Hampton, VA"
"Jamaica Elevator And Electrical Services Ltd","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jamaicaelevator.com: parked/stub page (under construction)",""
"James Dean Construction Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jamesdeanconstruction.com: http 503 | jamesdean.com: http 503","White Salmon, WA"
"James Fletcher Construction, Inc.","https://jamesfletcher.com/","http://jamesfletcher.com/contacts-2/","form","http://jamesfletcher.com/contacts-2/","2026-09-03","dns-guess: site confirmed: distinctive name in page; contact page fetched, no generic mailbox published","Bonifay, FL"
"James G Davis Construction Corp","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jamesdavis.com: host does not carry the organisation name | jamesdavis.net: http 403","Rockville, MD"
"James M Pleasants Co Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jamespleasants.com: page body empty","Greensboro, NC"
"James R Walls Contracting Co","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jamesrwallscontracting.com: page body empty | jameswalls.com: page body empty","Clinton, MD"
"James Talcott Construction, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Great Falls, MT"
"James' Electrical Control, Inc.","https://jamescontrol.com/","","none","https://jamescontrol.com/login","2026-09-03","dns-guess: site confirmed: distinctive name in page; no contact page found (homepage only)","Upper Marlboro, MD"
"Jamesco Pro Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Randle, WA"
"Jamie's Disposal LLC(BUILDNOLA)","https://jamiedisposal.com/","info@jamiedisposal.com","mailbox","https://jamiedisposal.com/","2026-09-03","gov-register: register: New Orleans DBE/SLDBE directory; site confirmed from the mailbox domain: two distinctive tokens in page","New Orleans, LA"
"Janghak E&C","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Janie B LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Walshville, IL"
"Jas. W. Glover, Ltd.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jaswglover.com: parked/stub page (under construction)","Honolulu, HI"
"Jaxon Construction Inc","https://www.jaxon-construction.com/","https://www.jaxon-construction.com/","form","https://www.jaxon-construction.com/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","CA,CO,DE,IA,ID,IL"
"Jay Macks Enterprises Inc","https://jaymacks.com/","https://jaymacks.com/contact","form","https://jaymacks.com/contact","2026-09-03","dns-guess: site confirmed: distinctive name in page; contact page fetched, no generic mailbox published","Del Rio, TX"
"Jay Shapiro & Associates, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jayshapiro.com: page does not name the organisation","Far Hills, NJ"
"Jay Worch Electric, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Lexington Park, MD"
"Jay-Brant General Contractors, LLC","https://jaybrant.com/","https://jaybrant.com/contact-us/","form","https://jaybrant.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Homer, AK"
"Jb Contracting Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jbcontracting.com: weak name (jbcontracting): page does not corroborate the location | jb-contracting.com: http 404","Holden, MA"
"Jb Contracting, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jbcontracting.com: weak name (jbcontracting): page does not corroborate the location | jb-contracting.com: http 404","DC,MD"
"Jb Metal Works, LLC","https://jbmetalworks.com/","","none","https://jbmetalworks.com/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)","Apache, OK"
"Jba Construction LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jbaconstruction.com: parked/stub page (this domain is for sale) | jbaconstruction.net: page body empty","Honolulu, HI"
"Jblanco Enterprises, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Englewood, CO"
"Jbs Contracting, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jbscontracting.com: weak name (jbscontracting): page does not corroborate the location | jbscontracting.net: http 503","Laurel, MD"
"Jbw Kight JV LLC","","","none","","2026-09-03","no candidate domain resolved from the name","San Antonio, TX"
"Jbw Umx JV LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Fort Worth, TX"
"Jd Bravo Co Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Malvern, PA"
"Jd General Engineering Corp","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jdgeneral.com: page does not name the organisation","Ukiah, CA"
"Jd Martin Construction Services Inc","https://jdmartin.com/","https://jdmartin.com/contact-us/","form","https://jdmartin.com/contact-us/","2026-09-03","dns-guess: site confirmed: distinctive name in page; city/state corroborated; contact page fetched, no generic mailbox published","Cabot, AR"
"Jdc Co., Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jdc.com: parked/stub page (under construction) | jdc.net: http 503","Swansboro, NC"
"Jdcm Abair Jv, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Oxnard, CA"
"Je Hurley Co","https://www.jehurley.com/","https://www.jehurley.com/contact","form","https://www.jehurley.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Colorado Springs, CO"
"Je Prenosil & Company","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jeprenosil.com: page does not name the organisation","Thorndike, MA"
"Je Systems Inc","https://www.je-systems.com/","https://www.je-systems.com/about-us","form","https://www.je-systems.com/about-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Pocola, OK"
"Jeff Powell Excavating LLC","https://www.jeffpowell.com/","","none","https://www.jeffpowell.com/","2026-09-03","dns-guess: site confirmed: distinctive name in page; no contact page found (homepage only)","Bigfork, MN"
"Jeff Wagner Construction","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jeffwagner.com: page body empty | jeffwagner.net: http 503","Leavenworth, KS"
"JEI Solutions, Inc.","","office@jeisolutionsinc.com","mailbox","https://data.nola.gov/d/q42h-ptn2","2026-09-03","gov-register: register: New Orleans DBE/SLDBE directory; mailbox domain not confirmed as the site: host does not carry the organisation name","New Orleans, LA"
"Jejobele Corp","","","none","","2026-09-03","no candidate domain resolved from the name","Tamuning, GU"
"Jensen Hughes Korea Co., Ltd.","https://www.jensenhughes.com/","media@jensenhughes.com","mailbox","https://www.jensenhughes.com/contact-us","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; mailbox on contact page",""
"Jensen Hughes, Inc.","https://www.jensenhughes.com/","media@jensenhughes.com","mailbox","https://www.jensenhughes.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on contact page","Columbia, MD"
"Jeremy Thomas Construction LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jeremythomas.com: parked/stub page (expired domain)","Reliance, SD"
"Jerry Swearingen Construction, Incorporated","","","none","","2026-09-03","no candidate domain resolved from the name","Oakridge, OR"
"Jesse Stutts Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jessestutts.com: page body empty","Huntsville, AL"
"Jet Consultation LLC","https://jetconsultation.com/","","none","https://jetconsultation.com/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)","Mechanicsville, MD"
"Jett'S Specialty Contracting, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jettspecialty.com: http 404","Paducah, KY"
"Jhc Fire Containment Solutions Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Wilton, CT"
"Jilk Heavy Construction, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Brea, CA"
"Jim Jam, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jim-jam.com: page body empty | jimjam.net: http 503","Shawnee, KS"
"Jimenez Engineering Solutions, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jimenezengineering.com: page does not name the organisation","Corpus Christi, TX"
"Jimmy'S Contractor Services, Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Spokane Valley, WA"
"Jimmy'S Roofing","https://jimmysroofing.com/","payroll@jimmysroofing.com","mailbox","https://jimmysroofing.com/","2026-09-03","gov-register: register: WA L&I statement-of-intent filings; site confirmed from the mailbox domain: full name in page; city/state corroborated","Spokane Valley, WA"
"Jivg Enterprises LLC","","","none","","2026-09-03","no candidate domain resolved from the name","El Paso, TX"
"Jj Contracting Corp","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jjcontracting.com: weak name (jjcontracting): page does not corroborate the location | jj-contracting.com: weak name (jjcontracting): page does not corroborate the location","Auburn, NY"
"Jjbrun Joint Venture LLC","","","none","","2026-09-03","no candidate domain resolved from the name","San Antonio, TX"
"Jkm Electric, LLC","https://jkmelectric.com/","https://jkmelectric.com/contact","form","https://jkmelectric.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Gaithersburg, MD"
"Jks Industries LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jksindustries.net: page does not name the organisation","Greenwood Village, CO"
"Jm Construction Services Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jmconstructionservices.com: weak name (jmconstructionservices): page does not corroborate the location | jmconstruction.com: page does not name the organisation","Tucson, AZ"
"Jm Construction Services Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jmconstructionservices.com: weak name (jmconstructionservices): page does not corroborate the location | jmconstruction.com: page does not name the organisation","AZ,CA,GU"
"Jm Federal Services LLC","https://jmfederal.com/","https://jmfederal.com/contact","form","https://jmfederal.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published; no site confirmed after 1 fetch(es); jmfederal.com: http 503","Cayce, SC"
"Jm Hauling LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jmhauling.com: parked/stub page (domain for sale)","Cottage Grove, MN"
"Jm Robertson Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jmrobertson.com: http 503 | jmrobertson.net: http 503","Tamuning, GU"
"Jmj Construction Co Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jmjconstruction.com: weak name (jmjconstruction): page does not corroborate the location | jmj-construction.com: weak name (jmjconstruction): page does not corroborate the location","New Lisbon, WI"
"Jnb Services LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jnbservices.com: http 445 | jnbservices.org: parked/stub page (under construction)","Daleville, AL"
"Jnv Group","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jnvgroup.com: page does not name the organisation | jnvgroup.org: parked/stub page (under construction)","Sacramento, CA"
"John Bowman, Inc.","https://www.john-bowman.com/","https://www.john-bowman.com/contact","form","https://www.john-bowman.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Fountain, CO"
"John Cecil Construction, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); johncecilconstruction.com: page body empty | johncecil.net: page does not name the organisation","Columbus, OH"
"John Chris Taylor Construction & Design LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); johnchris.com: page body empty","Freehold, NJ"
"John M. Mullins Rigging & Hauling, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Troy, NY"
"Johnson Architectural Metal Co","https://johnsonarchitectural.com/","https://johnsonarchitectural.com/contact-us/","form","https://johnsonarchitectural.com/contact-us/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Marietta, GA"
"Johnson Controls Bts Mexico","https://www.johnsoncontrols.com/","https://www.johnsoncontrols.com/contact-us","form","https://www.johnsoncontrols.com/contact-us","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published",""
"Johnson Controls Building Automation Systems, LLC","https://www.johnsoncontrols.com/","https://www.johnsoncontrols.com/contact-us","form","https://www.johnsoncontrols.com/contact-us","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Rockville, MD"
"Johnson Controls Building Solutions, LLC","https://www.johnsoncontrols.com/","https://www.johnsoncontrols.com/contact-us","form","https://www.johnsoncontrols.com/contact-us","2026-09-03","dns-guess: site confirmed: distinctive name in page; contact page fetched, no generic mailbox published","Milwaukee, WI"
"Johnson Controls Fire Protection LP","https://www.johnsoncontrols.com/","https://www.johnsoncontrols.com/contact-us","form","https://www.johnsoncontrols.com/contact-us","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Boca Raton, FL"
"Johnson Controls Inc","https://www.johnsoncontrols.com/","https://www.johnsoncontrols.com/contact-us","form","https://www.johnsoncontrols.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","AL,AZ,CO,GA,IA,IN"
"Johnson Controls Of Puerto Rico Inc.","https://www.latam.johnsoncontrols.com/","https://www.latam.johnsoncontrols.com/es/contact-us","form","https://www.latam.johnsoncontrols.com/es/contact-us","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Guaynabo, PR"
"Johnson Controls Security Solutions LLC","https://www.johnsoncontrols.com/","https://www.johnsoncontrols.com/contact-us","form","https://www.johnsoncontrols.com/contact-us","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Alexandria, VA"
"Johnson Controls, Inc","https://www.johnsoncontrols.com/","https://www.johnsoncontrols.com/contact-us","form","https://www.johnsoncontrols.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Milwaukee, WI"
"Johnson Machine Works, Inc.","https://johnsonmachine.com/","http://johnsonmachine.com/contact/","form","http://johnsonmachine.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Chariton, IA"
"Johnson Rock Products Inc","https://johnsonrockproducts.com/","info@johnsonrockproducts.com","mailbox","https://johnsonrockproducts.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Coos Bay, OR"
"Johnsondanforth, Inc","https://johnsondanforth.com/","","none","https://johnsondanforth.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; no contact page found (homepage only)","Little Rock, AR"
"Joiner Fire Sprinkler Co Inc","https://joinerfire.com/","https://joinerfire.com/contact/","form","https://joinerfire.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Birmingham, AL"
"Joint Forces Construction, L.L.C.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jointforces.com: page body empty","Yorktown, VA"
"Joint Resources Solutions LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jointresources.com: page does not name the organisation","Chesapeake, VA"
"Joint Venture Alma C.I.S.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jointventure.com: page body empty | jointventure.net: parked/stub page (the domain name)",""
"Jones Paint & Glass Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jonespaint.com: parked/stub page (domain for sale)","Vernal, UT"
"Jordan Drywall Inc","https://www.jordandrywall.com/","info@jordandrywall.com","mailbox","https://www.jordandrywall.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on contact page","Santa Ana, CA"
"Jordan Foster Construction, LLC","https://jordanfosterconstruction.com/","https://jordanfosterconstruction.com/contact-us/","form","https://jordanfosterconstruction.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","El Paso, TX"
"Jordon Construction Company L.L.C","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jordonconstruction.com: page does not name the organisation","Greenville, SC"
"Journey Construction, Inc.","https://www.journeyconstruction.com/","https://www.journeyconstruction.com/contact","form","https://www.journeyconstruction.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Taylor, TX"
"Jp Construction Group Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jpconstructiongroup.com: parked/stub page (hugedomains) | jpconstruction.com: page body empty","Woodbridge, VA"
"Jp Logistics & Consulting, LLC","https://jplogistics.net/","https://jplogistics.net/contact/","form","https://jplogistics.net/contact/","2026-09-03","dns-guess: site confirmed: distinctive name in page; contact page fetched, no generic mailbox published","Prince George, VA"
"Jp Solution LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jpsolution.com: weak name (jpsolution): page does not corroborate the location | jp-solution.com: parked/stub page (under construction)","Willington, CT"
"Jp8 Resources LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Locust Grove, GA"
"Jpi Construction LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jpiconstruction.com: fetch failed (dns/tls/timeout/blocked) | jpi-construction.com: fetch failed (dns/tls/timeout/blocked)","San Juan, PR"
"Jr & Co Inc","","","none","","2026-09-03","no candidate domain resolved from the name","North Kansas City, MO"
"Jr Carlon Corp","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jrcarlon.com: page does not name the organisation","Paisley, OR"
"Jrt Construction LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jrtconstruction.com: weak name (jrtconstruction): page does not corroborate the location | jrt-construction.com: page does not name the organisation","Oakland, OR"
"Js Global, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jsglobal.com: page does not name the organisation | js-global.com: http 403","Upper Marlboro, MD"
"Jsa Company","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jsa.com: page does not name the organisation | jsa.net: http 403","Yuma, AZ"
"Jsl LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jsl.com: page does not name the organisation | jsl.net: page does not name the organisation","Jupiter, FL"
"Jsr-Ecc, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Schertz, TX"
"Jt Square Pte. Ltd.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jtsquare.com: page body empty",""
"Jt West Construction, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Highland, CA"
"Jtg Corporation Pte. Ltd.","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Jtl Group, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jtl-group.net: page body empty | jtlgroup.org: http 404","Billings, MT"
"Judd Buick Construction, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Redding, CA"
"Julius Kaaz Construction Co Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Leavenworth, KS"
"Junction Incorporated","https://www.junction.com/","sales@junction.com","mailbox","https://www.junction.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage","Norwood, MA"
"Jungers Resources LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Helena, MT"
"Junot Group, LLC","https://www.junotgroup.com/","info@junotgroup.com","mailbox","https://www.junotgroup.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","AR,LA"
"Just Be You, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); just-be-you.com: page body empty | justbeyou.net: page body empty","Littleton, CO"
"Justified Affordable Housing, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Harvey, LA"
"Justin J. Reeves, L.L.C","","","none","","2026-09-03","no site confirmed after 2 fetch(es); justinj.com: page does not name the organisation | justinreeves.com: host does not carry the organisation name","Houma, LA"
"Justin Tom LLC","https://justintom.com/","","none","https://justintom.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; no contact page found (homepage only)","Columbia, SC"
"JV Ske Italy 2012","","","none","","2026-09-03","no candidate domain resolved from the name",""
"JV Willkompany Roofing & Waterproofing LLC","","","none","","2026-09-03","no candidate domain resolved from the name","San Diego, CA"
"Jv6 Contracting LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Des Plaines, IL"
"Jv6 Contracting V2 LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Des Plaines, IL"
"Jvm Construction Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jvmconstruction.com: weak name (jvmconstruction): page does not corroborate the location | jvm-construction.com: weak name (jvmconstruction): page does not corroborate the location","San Diego, CA"
"Jvr LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jvr.com: page body empty | jvr.net: page body empty","San Antonio, TX"
"Jvr Southbay LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Gilbert, AZ"
"Jwg Construction, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jwgconstruction.com: page body empty","Yigo, GU"
"Jwj Construction Services, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); jwjconstruction.com: page body empty","Temecula, CA"
"Jws Refrigeration & Air Conditioning, Ltd.","","","none","","2026-09-03","no candidate domain resolved from the name","Tamuning, GU"
"Jx Construction, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jxconstruction.com: page does not name the organisation | jx-construction.com: page body empty","Shelton, WA"
"Jxr Constructors Inc","https://jxrconstructors.com/","info@jxrconstructors.com","mailbox","https://jxrconstructors.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","San Diego, CA"
"K & K Industries Inc","https://www.kkindustries.net/","https://www.kkindustries.net/profile.html","form","https://www.kkindustries.net/profile.html","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","MO,SC"
"K & L Imagery LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); klimagery.com: page does not name the organisation","El Paso, TX"
"K & S Flooring By Keith, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Milton, FL"
"K Federal Inc K.K.","","","none","","2026-09-03","no candidate domain resolved from the name",""
