"name","website","contact_route","route_type","evidence_url","checked_on","notes","location"
"Hers & His Plumbing, Heating & Air","","","none","","2026-09-03","no site confirmed after 1 fetch(es); hersandhisplumbing.com: page body empty; no site confirmed after 2 fetch(es); hersandhisplumbing.com: page body empty | hershis.com: fetch failed (dns/tls/timeout/blocked)",""
"High Point Roofing","https://highpointroofing.com/","https://highpointroofing.com/contact/","form","https://highpointroofing.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Hilliard Electric","","","none","","2026-09-03","no site confirmed after 1 fetch(es); hilliardelectric.com: page body empty",""
"HL Bowman","https://hlbowman.com/","https://hlbowman.com/company/","form","https://hlbowman.com/company/","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Home Comfort Experts","https://www.homecomfortexpertsinc.com/","https://www.homecomfortexpertsinc.com/contact-us/","form","https://www.homecomfortexpertsinc.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published","Mishawaka, IN"
"Home Comfort","","","none","","2026-09-03","no site confirmed after 2 fetch(es); homecomfort.com: page body empty | home-comfort.com: weak name (homecomfort): page does not corroborate the location","Niles, Illinois"
"Home Power Systems","https://www.homepowersystems.net/","https://www.homepowersystems.net/contact-us/","form","https://www.homepowersystems.net/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Farmington, NY"
"HomeServe USA","","","none","","2026-09-03","no site confirmed after 2 fetch(es); homeserve.com: http 403 | homeserve.net: page body empty; no site confirmed after 2 fetch(es); homeserve.com: fetch failed (dns/tls/timeout/blocked) | homeserve.net: page body empty","Norwalk, CT"
"Hometown Mechanical","https://hometownmechanical.com/","https://hometownmechanical.com/about/","form","https://hometownmechanical.com/about/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Hope Plumbing, Heating and Cooling","https://www.hopeplumbing.com/","https://www.hopeplumbing.com/contact-us/","form","https://www.hopeplumbing.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Indianapolis, IN"
"Horn Plumbing & Heating","https://www.hornplumbing.com/","https://www.hornplumbing.com/contact","form","https://www.hornplumbing.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Houston Water Heaters","","","none","","2026-09-03","no site confirmed after 2 fetch(es); houstonwaterheaters.com: host does not carry the organisation name | houstonwater.com: page does not name the organisation",""
"HSA Mechanical","https://www.hsamechanical.com/","https://www.hsamechanical.com/contact-us","form","https://www.hsamechanical.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Allentown, PA"
"Huckestein Mechanical","","","none","","2026-09-03","no candidate domain resolved from the name","Pittsburgh, PA"
"Hunter Super Techs","https://huntersupertechs.com/","https://huntersupertechs.com/contact-us/","form","https://huntersupertechs.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Ardmore, OK"
"Hurlburt Heating, AC, & Plumbing","","","none","","2026-09-03","no candidate domain resolved from the name","Eau Claire, Wisconsin"
"HVAC, Incorporated","","","none","","2026-09-03","no site confirmed after 2 fetch(es); hvac.com: page does not name the organisation | hvac.net: page does not name the organisation","Milwaukie, OR"
"HVH Mechanical Partners","https://www.hvhmechanicalpartners.com/","https://www.hvhmechanicalpartners.com/contact-us","form","https://www.hvhmechanicalpartners.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Covington, GA"
"Iceberg Heating & Cooling","","","none","","2026-09-03","no candidate domain resolved from the name","Monroe, Michigan"
"IES - Indoor Environmental Services","","","none","","2026-09-03","no candidate domain resolved from the name","Pleasanton, CA"
"Illiana Heating & Air Conditioning","https://illianaheating.net/","https://illianaheating.net/contact/","form","https://illianaheating.net/contact/","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Indoor Comfort Heating & Cooling","https://indoorcomfort.com/","https://indoorcomfort.com/contact-us/","form","https://indoorcomfort.com/contact-us/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Ann Arbor, Michigan"
"Industrial Maintenance & Automation","","","none","","2026-09-03","no site confirmed after 2 fetch(es); industrialmaintenance.com: page does not name the organisation | industrialmaintenance.net: page does not name the organisation",""
"Infinity Exteriors","https://www.infinityroofing.com/","https://www.infinityroofing.com/contact","form","https://www.infinityroofing.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Infinity Texas Air","","","none","","2026-09-03","no site confirmed after 1 fetch(es); infinitytexas.com: fetch failed (dns/tls/timeout/blocked)",""
"Integrity Refrigeration and A/C","https://integrityrefrigeration.com/","","none","https://integrityrefrigeration.com/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)","Winter Haven, Florida"
"Interstate Roofing","","","none","","2026-09-03","no site confirmed after 2 fetch(es); interstateroofing.com: weak name (interstateroofing): page does not corroborate the location | interstate-roofing.com: weak name (interstateroofing): page does not corroborate the location",""
"Isaac Heating & Air Conditioning","https://www.isaacheating.com/","https://www.isaacheating.com/about/","form","https://www.isaacheating.com/about/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"ITEC Training & Education Center","https://itectraining.com/","https://itectraining.com/contact","form","https://itectraining.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"J Hood Services","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jhoodservices.com: weak name (jhoodservices): page does not corroborate the location | jhoodservices.org: page does not name the organisation","Virginia"
"J&S Mechanical Contractors","","","none","","2026-09-03","no candidate domain resolved from the name","West Jordan, UT"
"Jackson Comfort Services","https://www.jacksoncomfort.com/","https://www.jacksoncomfort.com/contact-us/","form","https://www.jacksoncomfort.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Northfield, OH"
"Jackson Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jacksonmechanical.com: page body empty | jackson-mechanical.com: http 404","Oklahoma City, OK"
"Jafco Plumbing And Sewer","https://jafcocompany.com/","https://jafcocompany.com/contact/","form","https://jafcocompany.com/contact/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Seattle, WA"
"Jarboe's Plumbing, Heating & Cooling","https://jarboes.com/","https://jarboes.com/contact-us/","form","https://jarboes.com/contact-us/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Louisville, KY"
"JD Precision Plumbing","https://www.jdprecisionplumbing.com/","service@www.jdprecisionplumbing.com","mailbox","https://www.jdprecisionplumbing.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on contact page",""
"Johansen & Anderson","","","none","","2026-09-03","no candidate domain resolved from the name","Joliet, IL"
"John Betlem Heating & Cooling, Inc","https://www.johnbetlem.com/","https://www.johnbetlem.com/contact/","form","https://www.johnbetlem.com/contact/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Rochester, NY"
"John C. Flood","https://www.johncflood.com/","https://www.johncflood.com/contact/","form","https://www.johncflood.com/contact/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Alexandria, VA"
"John Henry's Plumbing, Heating & Air","https://johnhenry.com/","","none","https://johnhenry.com/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; no contact page found (homepage only)",""
"John Henry's Plumbing, Heating, Air & Electric","https://johnhenry.com/","","none","https://johnhenry.com/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; no contact page found (homepage only)",""
"John Nugent & Sons","https://johnnugent.net/","https://johnnugent.net/new-page-3","form","https://johnnugent.net/new-page-3","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Northern Virginia, VA"
"John's Service & Sales","","","none","","2026-09-03","no site confirmed after 1 fetch(es); johnsales.com: page body empty",""
"Jones Services","https://jonesservices.com/","https://jonesservices.com/contact-us/","form","https://jonesservices.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Goshen, NY"
"JOSKO","https://www.josko.com/","","none","https://www.josko.com/de/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)","Apopka, FL"
"JSP Home Services","","","none","","2026-09-03","no site confirmed after 2 fetch(es); jsphomeservices.com: page does not name the organisation | jsphome.com: parked/stub page (this domain is for sale)","Kingston, NY"
"Keefe’s A/C, Heating, Electrical, Generator & Plumbing","https://www.keefes.com/","https://www.keefes.com/contact-us/","form","https://www.keefes.com/contact-us/","2026-09-03","register-website: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","New Orleans, LA"
"Kendal Air Heating and Cooling","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kendalair.com: page does not name the organisation | kendalair.net: page does not name the organisation","Charlotte, NC"
"Kerney & Associates","","","none","","2026-09-03","no site confirmed after 1 fetch(es); kerneyassociates.com: http 503; no site confirmed after 1 fetch(es); kerneyassociates.com: fetch failed (dns/tls/timeout/blocked)","Dunn, NC"
"Knott Mechanical","https://www.knottmechanical.com/","info@knottmechanical.com","mailbox","https://www.knottmechanical.com/why-knott/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on contact page","Timonium, MD"
"Kobella, Plumbing, Heating, & Cooling","","","none","","2026-09-03","no candidate domain resolved from the name","Chesterland, Ohio"
"Korte Does It All","","","none","","2026-09-03","no site confirmed after 1 fetch(es); kortedoesitall.com: http 403","Fort Wayne, IN"
"LA Hydro-Jet","https://lahydrojet.com/","dispatch@lahydrojet.com","mailbox","https://lahydrojet.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Sun Valley, CA"
"Lakes Heating and Air Conditioning","","","none","","2026-09-03","no site confirmed after 1 fetch(es); lakesheating.com: parked/stub page (domain for sale)","Akron, OH"
"LC Anderson","","","none","","2026-09-03","no site confirmed after 2 fetch(es); anderson.com: parked/stub page (under construction) | anderson.us: weak name (anderson): page does not corroborate the location","Eastern Massachusetts"
"Leap Partners","","","none","","2026-09-03","no site confirmed after 2 fetch(es); leappartners.com: page body empty | leap-partners.com: weak name (leappartners): page does not corroborate the location","Nashville, TN"
"Lee's Air, Plumbing & Heating","","","none","","2026-09-03","no candidate domain resolved from the name","Fresno, California"
"Lee's Plumbing","","","none","","2026-09-03","no site confirmed after 2 fetch(es); leesplumbing.com: http 503 | leesplumbing.org: page does not name the organisation; no site confirmed after 2 fetch(es); leesplumbing.com: fetch failed (dns/tls/timeout/blocked) | leesplumbing.org: page does not name the organisation","Utah / Idaho"
"Legacy Mechanical Services","","","none","","2026-09-03","no site confirmed after 2 fetch(es); legacymechanicalservices.com: page body empty | legacymechanical.com: weak name (legacymechanicalservices): page does not corroborate the location",""
"LePrevost Plumbing Heating & Cooling","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Levine & Sons","","","none","","2026-09-03","no candidate domain resolved from the name","Southfield, MI"
"Lex Cooling, Heating, Plumbing & Electrical","","","none","","2026-09-03","no candidate domain resolved from the name","Texas"
"Lifeline Plumbing, Heating & Cooling","","","none","","2026-09-03","no site confirmed after 1 fetch(es); lifelineplumbing.com: http 403",""
"Lifestyle Electronics","https://www.lifestyleelectronics.com/","https://www.lifestyleelectronics.com/contact/","form","https://www.lifestyleelectronics.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Park City, UT"
"Lightfoot Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); lightfootmechanical.com: page does not name the organisation | lightfoot-mechanical.com: page does not name the organisation",""
"LimRic Plumbing, Electrical, Heating & Air","https://limric.com/","https://limric.com/contact-us/","form","https://limric.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","North Charleston, SC"
"Lindstrom Air Conditioning & Plumbing","https://www.lindstromair.com/","https://www.lindstromair.com/contact-us/","form","https://www.lindstromair.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Pompano Beach, FL"
"Lion Home Service","https://lionhomeservice.com/","https://lionhomeservice.com/contact/","form","https://lionhomeservice.com/contact/","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Lippert Mechanical","https://lippertmechanical.com/","info@lippertmechanical.com","mailbox","https://lippertmechanical.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Lawrence, KS"
"Live Free Heating, Cooling & Electric","","","none","","2026-09-03","no site confirmed after 1 fetch(es); livefree.com: fetch failed (dns/tls/timeout/blocked)","Concord, NH"
"Loellke Plumbing","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Lowe Mechanical Services","","","none","","2026-09-03","no site confirmed after 1 fetch(es); lowemechanical.com: http 503; no site confirmed after 1 fetch(es); lowemechanical.com: fetch failed (dns/tls/timeout/blocked)",""
"Lunsford AC & Heat","https://lunsfordac.com/","https://lunsfordac.com/contact-us","form","https://lunsfordac.com/contact-us","2026-09-03","register-website: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published",""
"Maeser Master Services","https://www.maeser.com/","https://www.maeser.com/contact/","form","https://www.maeser.com/contact/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Louisville, KY"
"Magic Electric, Plumbing, Heating + Air","","","none","","2026-09-03","no site confirmed after 2 fetch(es); magicelectric.com: page does not name the organisation | magicelectric.net: page does not name the organisation","Boise, ID"
"Major Mechanical","https://major-mechanical.com/","","none","http://major-mechanical.com/","2026-09-03","dns-guess: site confirmed: full name in the page source (JavaScript-rendered page); no contact page found (homepage only)",""
"Marc Service","","","none","","2026-09-03","no site confirmed after 1 fetch(es); marcservice.net: page does not name the organisation","Windber, PA"
"Marick Mechanical","","","none","","2026-09-03","no site confirmed after 1 fetch(es); marickmechanical.com: page body empty","Omaha, NE"
"Masters Heating and Cooling","https://mastersheatcool.com/","info@mastersheatcool.com","mailbox","https://mastersheatcool.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage","Fort Wayne, Indiana"
"Maxair Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); maxairmechanical.com: page body empty | maxair-mechanical.com: http 404","Duluth, GA"
"McAllister Plumbing & Heating","","","none","","2026-09-03","no site confirmed after 1 fetch(es); mcallisterplumbing.com: page does not name the organisation",""
"McCormick Allum","https://www.mccormick-allum.com/","https://www.mccormick-allum.com/contact","form","https://www.mccormick-allum.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Springfield, MA"
"McQuillan Home Services","","","none","","2026-09-03","no candidate domain resolved from the name","St Paul, MN"
"McVay Plumbing, Heating & Cooling","https://www.mcvayplumbing.com/","https://www.mcvayplumbing.com/contact/","form","https://www.mcvayplumbing.com/contact/","2026-09-03","register-website: site confirmed: distinctive name in page; contact page fetched, no generic mailbox published",""
"Mcwilliams & Son","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Meade","https://meade100.com/","https://meade100.com/contact/","form","https://meade100.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Mechanical Service & Systems","","","none","","2026-09-03","no site confirmed after 1 fetch(es); mechanicalservice.com: host does not carry the organisation name","Salt Lake City, UT"
"Mechanical Systems Services","https://www.mechanicalsystems.com/","service@mechanicalsystems.com","mailbox","https://www.mechanicalsystems.com/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; mailbox on homepage",""
"Meetze Plumbing","","","none","","2026-09-03","no site confirmed after 1 fetch(es); meetzeplumbing.com: page does not name the organisation","Irmo, SC"
"Meisner Electric","","","none","","2026-09-03","no site confirmed after 1 fetch(es); meisnerelectric.com: parked/stub page (under construction)","Florida"
"Mercurio's Heating & Air Conditioning","https://www.mercurios.com/","https://www.mercurios.com/contact/","form","https://www.mercurios.com/contact/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Tacoma, WA"
"Mercury Corporation","https://mercury.com/","help@mercury.com","mailbox","https://mercury.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage","Northlake, IL"
"Metro Mechanical Services","","","none","","2026-09-03","no site confirmed after 2 fetch(es); metromechanicalservices.com: weak name (metromechanicalservices): page does not corroborate the location | metromechanical.com: http 403",""
"Midway Plumbing","https://midwayplumbing.com/","https://midwayplumbing.com/contact","form","https://midwayplumbing.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Midwest Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); midwestmechanical.com: page does not name the organisation | midwest-mechanical.com: host does not carry the organisation name","Lombard, IL"
"Modern Heating & Air","https://www.modernhvacservices.com/","https://www.modernhvacservices.com/contact/","form","https://www.modernhvacservices.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Minneapolis, MN"
"ModernControls","https://moderncontrols.net/","","none","https://moderncontrols.net/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)","Wilmington Manor, DE"
"Monroe Mechanical","","","none","","2026-09-03","no site confirmed after 1 fetch(es); monroemechanical.com: page body empty","Monroe, OH"
"Morris-Jenkins","https://morrisjenkins.com/","https://morrisjenkins.com/about/contact","form","https://morrisjenkins.com/about/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Charlotte, NC"
"Mountain Home Services","https://www.mountainhomeutah.com/","https://www.mountainhomeutah.com/contact-us/","form","https://www.mountainhomeutah.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Salt Lake City, UT"
"Mountaineer Plumbing","","","none","","2026-09-03","no site confirmed after 1 fetch(es); mountaineerplumbing.com: host does not carry the organisation name","Grand Rapids, Michigan"
"Mr. Plumber (Atlanta)","https://www.mrplumberatlanta.com/","https://www.mrplumberatlanta.com/contact-us","form","https://www.mrplumberatlanta.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Metro Atlanta, GA"
"Mr. Plumber (Indianapolis)","","","none","","2026-09-03","no site confirmed after 2 fetch(es); mrplumber.com: http 409 | mrplumber.net: page body empty","Indianapolis, IN"
"MTB Mechanical","https://mtbmechanical.com/","https://mtbmechanical.com/home/about-us/","form","https://mtbmechanical.com/home/about-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Charlotte, NC"
"Mullins Mechanical","https://mullinsmechanical.com/","https://mullinsmechanical.com/contact-us/","form","https://mullinsmechanical.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Carrollton, Georgia"
"My Plumber Plus","https://www.myplumber.com/","https://www.myplumber.com/contact-us/","form","https://www.myplumber.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Manassas, VA"
"N.E.T.R.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); netr.com: page does not name the organisation | netr.org: page body empty","North Andover, MA"
"NAC Mechanical Services","","","none","","2026-09-03","no site confirmed after 2 fetch(es); nacmechanicalservices.com: page body empty | nacmechanical.us: http 403; no site confirmed after 2 fetch(es); nacmechanicalservices.com: page body empty | nacmechanical.us: fetch failed (dns/tls/timeout/blocked)","Gaithersburg, MD"
"Nashoba Air & BoilerWorks","https://nashobaair.com/","https://nashobaair.com/contact-us/","form","https://nashobaair.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Littleton, MA"
"National Heating and Air Conditioning","https://www.nationalheating.com/","https://www.nationalheating.com/contact","form","https://www.nationalheating.com/contact","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Cincinnati, Ohio"
"National HVAC Service","https://www.nationalhvacservice.com/","https://www.nationalhvacservice.com/contact-us","form","https://www.nationalhvacservice.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Fort Smith, AR"
"NearU Services","","","none","","2026-09-03","no site confirmed after 1 fetch(es); nearu-services.com: page body empty","Charlotte, NC"
"Nelson Comfort","","","none","","2026-09-03","no site confirmed after 1 fetch(es); nelsoncomfort.com: host does not carry the organisation name","Cincinnati, Ohio"
"Nerthling's Heating & Air Conditioning","https://nerthlings.com/","https://nerthlings.com/contact/","form","https://nerthlings.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"New Berlin Heating & Air Conditioning","","","none","","2026-09-03","no site confirmed after 2 fetch(es); newberlin.com: page does not name the organisation | newberlin.net: page body empty","New Berlin, WI"
"New England Ductless","https://newenglandductless.com/","https://newenglandductless.com/contact-us/","form","https://newenglandductless.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Mattapan, MA"
"Nielsen Mechanical Contractors","https://www.nielsenmechanical.net/","estimating@nielsenmechanical.net","mailbox","https://www.nielsenmechanical.net/contact","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on contact page",""
"NJ Pipe Doctor","","","none","","2026-09-03","no site confirmed after 1 fetch(es); njpipedoctor.com: page body empty","New Jersey"
"Norfolk Air Heating, Cooling, Plumbing and Electrical","","","none","","2026-09-03","no site confirmed after 1 fetch(es); norfolkair.com: parked/stub page (this domain is for sale)","Norfolk, VA"
"Northpoint Roofing Systems","https://northpointroofingsystems.com/","https://northpointroofingsystems.com/contact/","form","https://northpointroofingsystems.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Old Dominion Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); olddominionmechanical.com: http 404 | olddominion.com: fetch failed (dns/tls/timeout/blocked)","Henrico, Virginia"
"Omnia Exterior Solutions","https://omniaexteriorsolutions.com/","https://omniaexteriorsolutions.com/about/","form","https://omniaexteriorsolutions.com/about/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"One Source Plumbing, Heating & Air","","","none","","2026-09-03","no site confirmed after 2 fetch(es); onesourceair.com: page body empty | onesource.com: http 503; no site confirmed after 2 fetch(es); onesourceair.com: page body empty | onesource.com: fetch failed (dns/tls/timeout/blocked)",""
"Optimum HVAC","https://www.optimum-hvac.com/","office@optimum-hvac.com","mailbox","https://www.optimum-hvac.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Tustin, California"
"Ouverson Sewer & Water","","","none","","2026-09-03","no site confirmed after 1 fetch(es); linemysewer.com: host does not carry the organisation name",""
"Overhead Solutions","","","none","","2026-09-03","no site confirmed after 2 fetch(es); overheadsolutions.com: page body empty | overheadsolutions.net: weak name (overheadsolutions): page does not corroborate the location; no site confirmed after 2 fetch(es); overheadsolutions.com: page body empty | overheadsolutions.net: http 429",""
"Owens Companies","https://www.owenscompanies.com/","https://www.owenscompanies.com/contact-us","form","https://www.owenscompanies.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Minneapolis, MN"
"Oxford","","","none","","2026-09-03","no site confirmed after 2 fetch(es); oxford.com: fetch failed (dns/tls/timeout/blocked) | oxford.net: http 503; no site confirmed after 2 fetch(es); oxford.com: fetch failed (dns/tls/timeout/blocked) | oxford.net: fetch failed (dns/tls/timeout/blocked)","Oxford, PA"
"P.K. Wadsworth","https://www.pkwadsworth.com/","https://www.pkwadsworth.com/contact/","form","https://www.pkwadsworth.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Solon, Ohio"
"Pacific Aire Home Services","","","none","","2026-09-03","no site confirmed after 1 fetch(es); pacificaire.com: host does not carry the organisation name","Oxnard, CA"
"Page Mechanical","","","none","","2026-09-03","no site confirmed after 1 fetch(es); pagemechanical.com: parked/stub page (this domain is for sale)","Ft. Myers, FL"
"Paradise Services","","","none","","2026-09-03","no site confirmed after 2 fetch(es); paradiseservices.biz: page does not name the organisation | paradiseservices.com: page body empty",""
"Parker & Sons","","","none","","2026-09-03","no site confirmed after 2 fetch(es); parkersons.com: weak name (parkersons): page does not corroborate the location | parkersons.net: page body empty","Phoenix, AZ"
"Parkhill Roofing","https://www.parkhillroofing.com/","https://www.parkhillroofing.com/contact","form","https://www.parkhillroofing.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Parks Heating Cooling Plumbing & Electrical","https://www.parkshvac.com/","https://www.parkshvac.com/contact/","form","https://www.parkshvac.com/contact/","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Patrick Riley Cooling Heating & Plumbing","https://patrickriley.com/","","none","http://patrickriley.com/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; no contact page found (homepage only)","Phoenix, AZ"
"Pat’s Heating & Air Conditioning","","","none","","2026-09-03","no candidate domain resolved from the name","Oconomowoc, WI"
"Paul Bunyan Plumbing & Drains","https://paulbunyanplumbing.com/","https://paulbunyanplumbing.com/contact/","form","https://paulbunyanplumbing.com/contact/","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"PDM Group","","","none","","2026-09-03","no site confirmed after 2 fetch(es); pdmgroup.com: http 503 | pdm-group.com: page does not name the organisation; no site confirmed after 2 fetch(es); pdmgroup.com: fetch failed (dns/tls/timeout/blocked) | pdm-group.com: page does not name the organisation","Cranbury, NJ"
"Penguin Air, Plumbing & Electrical","https://www.penguinair.com/","info@penguinair.com","mailbox","https://www.penguinair.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on contact page","Phoenix, AZ"
"Perfect Plumbing Heating & Air","https://perfectplumbingheatingair.com/","https://perfectplumbingheatingair.com/contact-us/","form","https://perfectplumbingheatingair.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Garden City, ID"
"Performance HVAC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); performancehvac.com: page does not name the organisation | performance-hvac.com: page does not name the organisation",""
"Peterman Brothers","https://petermanbrothers.com/","","none","https://petermanbrothers.com/","2026-09-03","register-website: site confirmed: full name in page; no contact page found (homepage only)","Greenwood, IN"
"Phoenix Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); phoenixmechanical.com: weak name (phoenixmechanical): page does not corroborate the location | phoenix-mechanical.com: page body empty",""
"Piedmont Service Group","https://www.piedmontservicegroup.com/","https://www.piedmontservicegroup.com/contact-us","form","https://www.piedmontservicegroup.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Chesapeake, VA"
"Pinnacle Home Improvement Group","https://pinnaclehomeimprovementgroup.com/","https://pinnaclehomeimprovementgroup.com/contact/","form","https://pinnaclehomeimprovementgroup.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
